sitename,canopy_height,igbp_land_use,whc,koeppen_code,product,mat,p_over_pet,cti,aet,aet_corr,prec,prec_cond,pet,pet_over_prec,pet_over_prec_cond,aet_over_prec,aet_over_prec_cond,aet_corr_over_prec,aet_corr_over_prec_cond,cond_mean_ann
DE-Bay,25,ENF,241.6418304443359,Cfb,plumber,6.794663488629541,2.1574961083398603,3.807720184326172,311.5997249510428,337.8941799506657,1018.8485873895614,1355.559375361376,1059.721560921496,1.0401168279937032,0.7817596043249576,0.3058351641330796,0.22986800181141015,0.3316431745922128,0.24926549592162806,336.71078797181445
DE-Geb,1,CRO,186.36428833007812,Cfb,icos_warmwinter2020,11.148483308956552,0.9727387913063134,6.195981502532959,356.41750636367567,453.6142536273599,515.8636022933706,867.3609785356506,757.1824843928533,1.4677959077295886,0.8729727335338401,0.6909142354280342,0.4109217675037776,0.87932982984403385,0.5229820857207439,351.49737624228
DE-Gri,0.699999988079071,GRA,232.6336669921875,Cfb,icos_warmwinter2020,10.61635743555996,1.4230167323329737,6.188467025756836,439.83284323988886,630.043666893377,826.0142970048157,1178.3447900587848,979.6141775662684,1.1859530532563618,0.8313476546345978,0.5324760658922646,0.37326328163927863,0.7627515276405729,0.534685324880119,352.33049305396924
DE-Hai,33,DBF,190.60711669921875,Cfb,icos_warmwinter2020,9.007815062629614,1.1941925000540314,3.927706241607666,362.04117213302845,452.8158952466782,716.4308596813661,1061.1560143792613,953.3420114466952,1.3306825055954399,0.8983994799335577,0.5053400020960109,0.34117619579700514,0.6320440962692044,0.42671943532408807,344.72515469789505
DE-HoH,19.4375,DBF,219.05535888671875,Cfb,icos_warmwinter2020,10.827203284926554,0.7170186193201866,5.204469203948975,551.1873745673462,734.2904557756269,467.08366891261903,819.4097230585114,1116.993605871744,2.391420810049149,1.3631686010540334,1.180061327878413,0.6726639421729045,1.5720747794181524,0.8961212383895445,352.32605414589244
DE-Hte,2.596904761904762,WET,208.72718811035156,Cfb,icos_drought2018,10.342489567906847,1.1809613718483212,5.46602201461792,558.4316465011525,0,603.5850002901134,816.0377592281875,701.2847174559741,1.161865714222357,0.85937777942929094,0.9251913918217685,0.6843208420028503,0,0,212.4527589380741
DE-Hzd,23.183333333333337,DBF,226.39588928222656,Dfb,icos_warmwinter2020,10.640105310727003,1.061906516669079,4.984316825866699,534.2914531932853,673.5752752725966,619.1832744352703,971.8197904156873,784.0012580672955,1.266186104239247,0.8067352258096595,0.8628971021230974,0.5497844955027587,1.0878447514379888,0.6931071808945986,352.6365159804171
DE-Kli,1.5,CRO,192.32388305664065,Cfb,icos_warmwinter2020,9.293830083874727,1.4423365132068775,4.292603492736816,436.6743928834195,528.6557456870165,763.2978256681185,1109.691752989833,744.8510427292867,0.9758327846372611,0.6712233741689446,0.572089135064935,0.39350963157731994,0.692594329381564,0.476398733488524,346.3939273217145
DE-Meh,1,MF,190.88877868652344,Cfb,plumber,9.924455345017066,1.05543040460022,5.13113260269165,300.6206164804938,401.0130095058401,520.4333391848194,867.4253396454441,798.8714129718705,1.5350119848647332,0.9209684989124314,0.5776352009872596,0.3465665605334645,0.7705367418120574,0.46230262268998534,346.9920004606247
DE-Obe,19,ENF,232.6336669921875,Cfb,icos_warmwinter2020,7.4682890505115855,1.8998477816071004,3.3394079208374023,384.4596297551851,524.0595673871734,959.1536182544736,1299.164827320571,1061.8531297990696,1.1070730585695907,0.8173351890914883,0.40083217373964375,0.29592829306201585,0.5463770947774654,0.4033818930181527,340.01120906609754
DE-RuR,0.4707806229810339,GRA,246.34127807617188,Cfb,icos_warmwinter2020,9.268116607798538,1.492628263323465,3.509934425354004,544.4202956831338,763.6384844866419,855.9990011466334,1207.2883183253596,900.8456825985544,1.0523910441388922,0.7461727815341785,0.6360057604668561,0.45094472249868534,0.8921020742591146,0.6325237086248724,351.2893171787262
DE-RuS,0.8930252772826303,CRO,216.4841766357422,Cfb,icos_warmwinter2020,12.728151228504252,0.8494569242159955,8.993896484375,582.8487520577538,849.0634101801355,542.7748009882055,906.0873401901804,880.1634848256286,1.621599755963532,0.9713892312421996,1.0738316351396335,0.6432589069563852,1.5643014536310165,0.9370657468869656,363.31253920197486
DE-RuW,15.01866664759318,ENF,237.6573486328125,Cfb,icos_warmwinter2020,8.63269658913328,1.810323651362198,4.657596588134766,699.1912554562588,0,1025.1317793971111,1373.9399519806911,0,0,0,0.6820501222461948,0.5088950608418474,0,0,348.80817258358
DE-Seh,0.800000011920929,CRO,216.4841766357422,Cfb,plumber,10.19747185649943,1.3346047171306452,9.36851406097412,538.9876019861538,618.9337287629493,527.6060019610668,875.265532759661,607.0372979189724,1.1505504025023714,0.6935464441345237,1.0215721579792165,0.6157989567882988,1.1730983469907943,0.7071382404508577,347.6595307985942
DE-SfN,2,WET,1114.90185546875,Cfb,plumber,10.242259695825304,1.318721503746127,7.726890563964844,454.5222901172441,595.8219369982403,887.5855022655455,1242.233045427653,1457.372465956504,1.6419516342218161,1.1731876489043058,0.5120884567820051,0.3658913211093733,0.6712839895169714,0.47963780966164987,354.64754316210747
DE-Tha,26.5,ENF,240.72471618652344,Cfb,icos_warmwinter2020,9.88516778240855,1.1506722198759782,3.335569381713867,401.79770768443075,536.2699079745181,806.3429630339324,1154.3696140945135,1095.874373029962,1.3590673240411792,0.9493271129538219,0.49829629091402183,0.34806677408916425,0.665064287231773,0.4645565002983622,348.02665106058123
DE-Wet,22,ENF,235.99951171875,Cfb,plumber,6.85568481937118,2.367851440605332,3.3274526596069336,334.4822663316811,436.96732542149624,1021.6700067439522,1356.1139700570548,1128.0924918017663,1.1041652239522828,0.831856699886592,0.3273877711235464,0.24664760758832732,0.42769908339983953,0.32222020793953776,334.4439633131027
DK-Fou,1,CRO,202.92849731445312,Cfb,plumber,9.357466119353026,1.2544514110359164,4.922911643981934,99.86190918541028,163.69096500914904,643.314999064012,990.4207207165198,901.906531397562,1.4019672053500798,0.9106297076913716,0.15523018945727035,0.10082776652043911,0.25444916603422957,0.16527417246554255,347.1057216525078
DK-Gds,12.444598754835717,ENF,236.9896697998047,Dfb,icos_warmwinter2020,8.476463631342966,4.1220771660463225,5.849993705749512,726.850327044353,0,1056.5610010787168,1406.1079339548269,0,0,0,0.6879397652404933,0.5169235657464856,0,0,349.5469328761101
DK-Lva,0.5,GRA,207.0031890869141,Cfb,plumber,9.014476825954809,2.6703371810163157,4.460951328277588,371.60449678001345,64.7939310097046,1000.6692610397296,1300.0292640938715,696.415917973759,0.6959501456556775,0.5356924933987276,0.37135596270230553,0.2858431783372385,0.06475059595853028,0.049840363443561686,299.360003054142
DK-Ris,1,CRO,172.05734252929688,Cfb,plumber,7.726255016901862,2.928960895859379,9.434333801269531,361.3387141988493,0,481.2300164422084,816.5982565006304,943.4264523678888,1.960448060457148,1.155312841850478,0.7508648709618532,0.44249263493078533,0,0,335.3682400584221
DK-Sor,25,DBF,166.7314453125,Cfb,icos_warmwinter2020,9.110810573349305,1.5865937286666238,5.446774959564209,439.3536862988777,279.63966279879975,823.5904836441641,1166.7953634955054,321.34236785629406,0.3901725119921753,0.2754059348450024,0.5334613439859783,0.3765473364435169,0.3395372680382005,0.23966470175288535,343.2048798513413
DK-ZaH,0.5,GRA,171.7994842529297,ET,plumber,-8.544635166756503,0.5775429801437331,7.302747249603272,126.32456746948272,0,147.40378633321956,325.22112911645047,48.6663280103759,0.33015656667299764,0.1496407325766038,0.8569967611545245,0.38842669236367555,0,0,177.81734278323088
ES-Abr,8,SAV,393.9819641113281,Csa,icos_warmwinter2020,20.406639869506616,0.32820458565988375,5.7895283699035645,335.9576978604326,509.00906654152806,337.94150097065193,551.1420151630344,1223.1279316929538,3.6193481066392454,2.2192609128722256,0.9941297440399555,0.6095664794509492,1.5062046687948287,0.9235533719761087,213.20051419238249
ES-Agu,1.35,OSH,166.910888671875,BSk,icos_warmwinter2020,18.803082529800644,0.26882918787066384,5.212456703186035,200.16108053738165,157.80609587936814,267.9601337431154,492.6492395200612,1277.533088908358,4.767623717239546,2.5931900151777976,0.7469808203979682,0.4062953202411893,0.5889163200323361,0.32032140358747496,224.68910577694575
ES-Cnd,2.5,WSA,488.8213195800781,Bsk,icos_warmwinter2020,19.642806806297177,0.5813192711060968,5.100535869598389,363.1854448591091,602.8664184208033,646.6668579724716,871.0823892714155,1387.093088195823,2.1449886770830475,1.5923787523198643,0.5616268104381033,0.4169358138015878,0.932267381555631,0.6920888607621243,224.41553129894393
ES-ES1,7.5,ENF,676.3885131835938,Csa,plumber,18.061281364280173,0.5311982120660297,5.094195365905762,564.1011308089785,515.9573740265033,559.572455182407,943.3676707294918,1814.2881447919876,3.242275648111689,1.9232036469821214,1.0080930996238822,0.5979652984851258,0.9220564186961522,0.5469313715484031,383.7952155470848
ES-ES2,0.5,CRO,673.4434661865234,Csa,plumber,18.909522455832523,0.5789435468249144,6.704644203186035,861.0077305025468,1013.7817702832072,578.4692629076175,964.7018661297493,1603.9081969739675,2.7726766136407743,1.6625946868006234,1.4884243393932086,0.892511728993322,1.7525248708765186,1.050875722206654,386.2326032221318
ES-LJu,0.20000000298023224,OSH,406.2940979003906,Csa,icos_warmwinter2020,12.94772714475872,0.6275822600380149,2.2858798503875732,257.6248424468699,391.3037550675115,603.8315302248213,990.6388222514533,1322.6069267221528,2.19035750953534,1.3351050827144306,0.42665019885753536,0.26005930381504583,0.6480346511912345,0.3950014336993014,386.807292026632
ES-LM1,8,SAV,341.9933166503906,Csa,icos_warmwinter2020,19.40564076230384,0.5451370011686327,5.442254066467285,513.858121797492,770.1198005096248,642.2880020359019,864.8482369912808,1624.3831838782894,2.529057336785643,1.8782291671534805,0.8000431584720291,0.5941598766335608,1.1990256677199733,0.8904681394608531,222.56023495537897
ES-LM2,8,SAV,341.9933166503906,Csa,icos_warmwinter2020,19.50064917446702,0.5161768257241396,5.442254066467285,465.9237592586648,695.5056378654845,606.8902875504265,829.4851168798491,1589.4740411256444,2.6190467597383904,1.9162176738077383,0.7677232093122782,0.561702373891,1.146015436616614,0.838478742670712,222.59482932942257
ES-LMa,8,SAV,341.9933166503906,Csa,plumber,18.046349440696144,0.7168964937249679,5.778726577758789,515.9696726732801,534.676862110624,691.3040199476427,1072.538894812062,1317.4115679515462,1.9056905933388366,1.2283112289204139,0.7463715786179836,0.48107315750417806,0.7734323057330389,0.49851512583542623,381.2348748644193
ES-LgS,0.20000000298023224,OSH,594.52252197265625,Csa,plumber,6.078360936575485,0.41017577057089666,2.255000352859497,359.46322073291844,432.8756274721138,401.7000015781377,764.373219888017,1598.7242290844508,3.979895999013261,2.0915492425528313,0.8948549149134035,0.4702718663869214,1.0776092252215537,0.5663144864435876,362.6732183098793
ES-VDA,0.5,GRA,193.555419921875,Cfb,plumber,8.24793714710161,1.358679009843219,3.1143341064453125,414.22632485409787,471.78733916661673,926.2328379057412,1294.550165047503,772.7037726346994,0.8342435519580813,0.5968897872770695,0.4472161943542018,0.3199770360686625,0.509361490824868,0.36444114094976354,368.3173271417618
FI-Hyy,14,ENF,243.5284881591797,Dfc,icos_warmwinter2020,5.031999628061928,1.237947070764459,5.061100959777832,316.83600050129473,262.0290932067283,631.3585610339055,946.2094905015836,619.4878904717291,0.981198210819004,0.6547047949638932,0.5018321126151323,0.33484762484610114,0.4150242182154503,0.2769250317578481,314.85092946767804
FI-Kaa,0.800000011920929,WET,209.4245452880859,Dfc,plumber,0.0238480956827845,2.0924175851930458,7.01309871673584,237.462140294065,0,485.0658883930011,752.8067305068934,521.3537622535077,1.07481019533393,0.6925466273427981,0.4895461544013435,0.3154357296117328,0,0,267.74084211389226
FI-Ken,12.444598754835717,ENF,212.5679473876953,Dfc,icos_warmwinter2020,1.3148620251093484,3.197524693462152,4.823010444641113,272.98286922367157,0,644.4933358099661,930.5586560385029,0,0,0,0.423561973500627,0.29335374772160155,0,0,286.0653202285369
FI-Let,12.444598754835717,ENF,232.94081115722656,Dfb,icos_warmwinter2020,6.098136982446656,1.3193402858441954,7.856218814849853,382.8521951091653,333.1455880418384,579.6568314350424,900.55577729064,563.1958569709047,0.9716022074243729,0.625386978989023,0.660480778189653,0.42512879797517067,0.5747289947693326,0.36993331944870855,320.8989458555977
FI-Lom,0.4000000059604645,WET,212.5679473876953,Dfc,plumber,0.4229734850230186,1.7792960958599782,4.822475433349609,261.7656442943865,238.7066570343929,535.1223344602658,813.4430663931842,333.24065280037485,0.622737328159714,0.4096668427920441,0.48916972332767256,0.32179958882071286,0.44607866587208844,0.29345219954092294,278.32073193291825
FI-Qvd,1.9984558823529412,CRO,184.40321350097656,Dfb,icos_warmwinter2020,7.8945057985255636,1.8426035925360364,4.87139368057251,402.975367928227,0,699.0433334028238,862.2691683436944,581.059409467161,0.8312208724438624,0.6738724180331064,0.5764669351277718,0.4673428932896785,0,0,163.2258349408706
FI-Sii,0.8200000047683715,WET,1099.7742919921875,Dfc,icos_warmwinter2020,5.597366287742534,1.3210492783463672,5.754791259765625,306.2377561440992,0,601.2984017704548,921.4682928656163,0,0,0,0.5092941462049739,0.3323367266297896,0,0,320.16989109516146
FI-Sod,12.699999809265137,ENF,218.66461181640625,Dfc,plumber,1.3713615222292523,1.7220571435669847,6.3535661697387695,295.40901192807496,107.5674851042374,540.925715947807,822.0352908383695,515.2856155388226,0.9525995905665939,0.6268412333165138,0.5461175226444188,0.359362931519395,0.19885814619805653,0.13085506948799303,281.10957489056244
FI-Var,12.444598754835717,ENF,222.59884643554688,Dfc,icos_warmwinter2020,0.29994067883002484,1.6905349904507412,4.545340538024902,160.14543402378797,187.44046222411572,530.853600615842,811.1909485047885,507.1761837986916,0.9553974640283456,0.62522416544900306,0.30167532788325,0.1974201441953622,0.35309257016749346,0.2310682368554674,280.3373478889465
FR-Aur,0.8930252772826303,CRO,225.2197265625,Cfb,icos_warmwinter2020,15.077776359771756,0.8610262073130054,8.748833656311035,468.57579403495106,616.9192347935236,652.120751660184,1025.6633855661908,1099.6092773941475,1.6862050081901807,1.072095672779756,0.7185414554621058,0.45685143939918066,0.9460199406673633,0.6014831410336144,373.5426339060068
FR-Bil,15.01866664759318,ENF,230.1852874755859,Cfb,icos_warmwinter2020,15.742843480582486,1.1864547629022495,7.354825973510742,679.344901014372,784.1557376469258,1045.254001970011,1262.3416463682233,1601.3648294026125,1.5320341528322192,1.268566900260135,0.6499328390362508,0.5381624720762861,0.7502059175750697,0.62119137073783,217.08764439821243
FR-EM2,0.8930252772826303,CRO,157.40341186523438,Cfb,icos_drought2018,12.366925323326598,0.8441745255902905,6.200962543487549,508.7174003562451,0,592.8140025827814,770.4443397167851,0,0,0,0.8581399868084375,0.6602909180217345,0,0,177.63033713400364
FR-FBn,14.420000076293944,MF,314.62066650390625,Csa,icos_warmwinter2020,15.27776997609833,0.6530362720545946,4.322998046875,480.1135449856272,0,684.7981560662105,1063.5303533188142,1589.0321313358304,2.3204386829309644,1.4941107476407745,0.7011022747835888,0.45143379640026476,0,0,378.73219725260367
FR-Fon,24,DBF,242.46046447753903,Cfb,icos_warmwinter2020,12.588923826341864,0.8506656618217598,4.67879581451416,639.3285332108147,0,677.4188759719565,1038.8107046095265,1145.3609429057362,1.690772110922329,1.102569445832059,0.9437713590332275,0.6154427658224111,0,0,361.39182863757014
FR-Gri,1,CRO,252.6805725097656,Cfb,icos_warmwinter2020,12.318520876148083,0.9448623817541772,3.90938401222229,422.9043318547567,584.0711837404718,584.5981204656041,944.8733999454723,915.3732632127694,1.5658162952760075,0.9687787414330795,0.7234103515726905,0.4475777727250678,0.9990986342468693,0.6181475568834703,360.2752794798683
FR-Hes,13,DBF,124.46168518066406,Cfb,plumber,10.43700459356918,1.8110096658794816,3.676394701004028,335.3848798692968,457.8616329951555,960.3314869989936,NA,1135.5967130214804,1.1825049250131174,NA,0.3492386581193586,NA,0.4767745712742993,NA,NA
FR-LBr,20,ENF,212.5679473876953,Cfb,plumber,14.446076316316132,1.191663357430779,4.866008758544922,570.6209964754188,767.2757875357532,963.2821722101144,1331.7258017034303,1424.4386032710872,1.4787345228272157,1.0696185366755429,0.5923715946763655,0.42848234655026507,0.7965223583193154,0.576151476943917,368.443629493316
FR-LGt,2.596904761904762,WET,278.12701416015625,Cfb,icos_warmwinter2020,13.17057829335978,0.8952626505788757,10.613797187805176,378.6345851326788,0,673.9100033849213,1038.7352658420536,0,0,0,0.5618474028147223,0.3645149997152909,0,0,364.82526245713234
FR-Lam,0.8930252772826303,CRO,188.0902099609375,Cfb,icos_warmwinter2020,14.70298247859959,0.7955658993495897,14.058125495910645,558.1583483251101,788.6931318730789,684.5700648681919,897.740732691596,1270.8648356490216,1.856442314482033,1.4156256805221805,0.8153414485522072,0.6217366863277397,1.1520999417713875,0.8785310760139268,213.17066782340407
FR-Lq1,0.5,GRA,259.6422119140625,Cfb,plumber,8.395389904427052,2.0231386750582536,3.0666134357452393,664.5075727948705,81.60226845508691,975.6126616752224,1328.7213196909504,360.98590658736504,0.37000945228357013,0.27167917097268174,0.6811182335967698,0.5001105671650015,0.08364207606220263,0.0614141334573204,353.108658015728
FR-Lq2,0.5,GRA,259.6422119140625,Cfb,plumber,8.395389904427052,2.0218538031958753,6.372706890106201,581.1109359244184,75.49703625483174,975.6126616752224,1328.9901713486588,360.9863069855121,0.37000986269044855,0.2716245121806908,0.5956369353864207,0.4372575120963515,0.0773842316941602,0.05680782136877459,353.37750967343646
FR-Pue,6.5,EBF,260.3506774902344,Csa,plumber,14.781709458294772,1.0012735011078682,2.7245137691497803,389.3171347608007,413.4208305196134,921.7115367559404,1294.7397044209451,1352.6166765201942,1.4675054207098994,1.0447016275948173,0.42238500792888284,0.3006914312054078,0.4485360267646112,0.3193080656351002,373.02816766500473
FR-Tou,0.4707806229810339,GRA,171.27365112304688,Cfa,icos_warmwinter2020,15.91970166468398,0.7709156082337946,5.975724220275879,506.77218164033013,719.3956380189288,703.7236701932444,1080.06648185719,1318.4980227341357,1.8736019244202382,1.220756356096672,0.7201295097849546,0.46920461856100565,1.0222700592426865,0.6660660710273294,376.3428116639455
GF-Guy,35,EBF,530.6138916015625,Af,icos_warmwinter2020,26.482598944706343,1.772622625499132,7.748089790344238,1284.5702466919197,0,3091.646714554332,3493.0170615843545,2285.5669163574935,0.7392716980235444,0.6543245784550538,0.4154971008312939,0.36775378535061243,0,0,401.3703470300226
GL-Dsk,5.460000002384186,SNO,151.00140380859375,ET,icos_warmwinter2020,-1.866115902889038,0,NA,128.89482096281847,0,0,261.89240522682667,0,NA,0,Inf,0.49216708232215384,NA,0,261.89240522682667
HU-Bug,1,GRA,191.98248291015625,Cfb,plumber,11.665757230211844,0.8004155865453573,9.530488967895508,464.8305222418888,532.2546712923752,530.2133305541048,877.2277789733181,1112.7178190929617,2.0986228654985055,1.26844799693331,0.8766858459709282,0.5298857758311222,1.0038500366185381,0.6067462568448421,347.0144484192133
ID-Pag,26,EBF,269.3514099121094,Af,plumber,27.941945950411856,1.5059433694299476,6.140288352966309,1265.2924946077237,0,2072.3175088482094,2473.341284485359,2389.4986708003544,1.1530562573533598,0.9661014781053758,0.6105688386095677,0.5115721403045272,0,0,401.0237756371498
IE-Ca1,0.8999999761581421,CRO,172.05734252929688,Cfb,plumber,11.463072899719744,1.7907353567495237,6.167691707611084,105.6126899215164,136.63487272883336,679.8435989579391,1041.6658870141537,510.4201770011716,0.7507905903409859,0.49000373667246366,0.15534850969163938,0.10138825821036164,0.2009798620421912,0.131169575995702,361.82228805621463
IE-Cra,2.596904761904762,WET,176.38888549804688,Cfb,icos_warmwinter2020,10.182158504233849,2.0481056950865586,5.880727291107178,269.69149967890417,331.8837392485065,1096.3679991305526,1271.4517650545295,616.0102868827729,0.5618645266655763,0.48449363461016054,0.24598629282574494,0.21211304045603158,0.30271199041900043,0.2610273927570291,175.0837659239769
IE-Dri,0.5,GRA,208.4802703857422,Cfb,plumber,9.695496009523698,3.3077735642036865,6.17643404006958,420.6039658229065,548.8915595891289,1271.8247702858207,1627.3990616938827,810.255302541252,0.637080926139818,0.49788359942760174,0.33070905336148076,0.25845164577219293,0.43157797553021,0.3372814772412451,355.574291408062
IL-Yat,14.08656693689504,ENF,233.7943572998047,BSh,icos_warmwinter2020,20.727697933461823,0.17437708614918607,4.1512298583984375,262.9422283130885,223.1125237250582,237.5681942975673,457.0435059543603,1734.966947955765,7.303027044868737,3.796065200254735,1.1068073699450645,0.5753111572256877,0.9391514903110196,0.4881647388450978,219.47531165679297
IT-Amp,0.5,GRA,337.0481262207031,Cfa,plumber,10.314022384524076,1.1514398801126275,6.141429424285889,606.7907955388023,645.1948759473202,853.5172602212242,1214.7240966236404,1297.827947018984,1.5205643839968725,1.068413766242337,0.7109297302101746,0.4995297263184243,0.7559248137291228,0.5311452022238279,361.20683640241623
IT-BCi,1,CRO,408.5556945800781,Csa,icos_warmwinter2020,19.200957013707676,1.0286708698288394,6.693691730499268,744.6052168322097,759.9961404838137,1022.7520074329752,1407.6863123505352,969.063727547354,0.9475060625689952,0.6884088585966462,0.7280408265353676,0.5289567784380017,0.7430893657117746,0.5398902680347745,384.9343049175599
IT-BFt,19.4375,DBF,383.9016723632813,Cfa,icos_warmwinter2020,16.035307272197905,1.0520555898267967,4.17312479019165,586.5922734208443,963.451728909348,737.2000019717233,922.3202607202546,1502.3535207982009,2.0379184980737786,1.6288848730537362,0.79570302747143,0.6359963002035378,1.3069068452692476,1.0445956463723058,185.12025874853137
IT-CA1,5.5,DBF,364.29302978515625,Csa,plumber,17.391524191236435,0.6745233336438873,5.176156997680664,708.8235482405278,505.81266706790825,719.8210016345685,1100.800027415723,693.1328656988844,0.9629239270942628,0.6296628346986034,0.9847219609193568,0.6439167247339074,0.7026922886652509,0.4594955073314923,380.97902578115463
IT-CA2,0.30000001192092896,CRO,364.29302978515625,Csa,plumber,17.222496502500412,0.6825415631439046,5.427534103393555,470.3596200129957,608.6450245411484,721.4495016048091,1101.4421850750582,658.01167284600206,0.9120689270452131,0.597409180220532,0.6519647168190106,0.42703977238800134,0.8436418948065861,0.5525891715321145,379.9926834702492
IT-CA3,3.5,DBF,364.29302978515625,Csa,plumber,17.004467182162884,0.6720248356092244,4.888474464416504,602.7427087560122,691.5959409072666,709.1655013958189,1088.0465946296426,1142.92100097334,1.6116421325117753,1.0504338753639275,0.8499323607390104,0.5539677360611365,0.9752250208816265,0.6356308124310404,378.8810932338238
IT-Col,13,DBF,395.8569641113281,Cfa,plumber,8.697006049884909,1.2271269160542455,4.2830281257629395,413.87855041198793,622.9965888729299,1169.414753581157,1533.4652544211056,1279.0290536695425,1.093734322876215,0.834077622549319,0.35391938501250053,0.26989757297646116,0.5327422002887312,0.4062671697821518,364.05050083994865
IT-Cp2,28.34545456279408,EBF,499.8299560546875,Csa,icos_warmwinter2020,18.3738563760156,0.6306525388804037,5.766822338104248,413.0967256898344,446.92629335547934,637.1761134446501,1021.8018493169718,1078.7921519556055,1.693083166792814,1.0557743193327838,0.648324249722081,0.40428261699268875,0.7014172124867369,0.4373903743218211,384.6257358723217
IT-Cpz,13,EBF,499.8299560546875,Csa,plumber,17.356518049554165,0.6707851875444899,6.865370273590088,483.56742243044897,555.0647372712889,820.3280026611283,1201.8851406645372,1700.4923397306936,2.072941962500767,1.4148542836551505,0.5894805746747223,0.4023407945313964,0.6766375589650354,0.46182843808551183,381.5571380034089
IT-Isp,19,DBF,227.1270446777344,Cfb,plumber,14.4469038759803,2.412072953095964,10.579035758972168,521.2062847980793,896.8446550482348,2001.0629990259988,2371.446194187818,1432.6776373192206,0.715958287178647,0.6041366828522498,0.2604647055348943,0.2197841494677403,0.44818411788372814,0.37818469474294336,370.38319516181946
IT-LMa,25,DBF,228.6939697265625,Cfb,plumber,15.261585870794168,1.2293403807376742,3.3266327381134033,499.22978679175367,348.423067066255,856.9803345678338,1229.4123208103665,1580.467093620457,1.8442279593468969,1.2855468152285092,0.5825452074620943,0.4060718917008141,0.40657066797450037,0.2834061942998848,372.43198624253273
IT-Lav,28,ENF,239.14027404785156,Cfb,icos_warmwinter2020,8.32629475264842,1.2715522910276948,3.2772305011749268,600.6270482853661,566.930257440809,1122.0554475730466,1481.3378081102312,937.8732427592644,0.8358528491509402,0.6331258391060212,0.5352917715292005,0.40546257916119527,0.5052604652176972,0.3827150392954946,359.2823605371846
IT-Lsn,0.20000000298023224,OSH,156.6723175048828,Cfa,icos_warmwinter2020,15.893817267337866,1.1521555329673836,8.034675598144531,484.46924647347794,821.230967799339,1069.8481999390356,1440.6359747641318,1428.1945226342605,1.3349506245050886,0.99136391680632,0.4528392406521645,0.3362884552100663,0.7676144782466674,0.5700475221950466,370.7877748250961
IT-MBo,0.30000001192092896,GRA,227.96392822265625,Dfb,icos_warmwinter2020,6.565266128329867,1.9671584244313025,4.349808216094971,502.88782528983165,595.3872872272082,1065.8792805115183,1417.7857023119727,754.1308610831506,0.7075199554692921,0.5319075089087124,0.47180561108992985,0.354699461611001,0.558587917143375,0.41994166414311734,351.90642180045444
IT-Mal,0.5,GRA,235.1103057861328,ET,plumber,6.123424562833543,3.649517735940008,1.822266936302185,409.8128173867788,564.6172545368997,1833.286250568562,2181.24580494278,1142.9211882193197,0.6234275677706427,0.5239763375725102,0.22354000487358833,0.1878801630050719,0.3079809573446555,0.25885081509725183,347.959554374218
IT-Noe,1.2000000476837158,CSH,130.3952178955078,-,plumber,18.102837000464827,0.4840194179970657,3.919835567474365,432.0637496524087,449.9956137413442,570.6915466514561,955.471714697107,1567.8632419474468,2.7473041280301334,1.6409310896706903,0.7570880490302534,0.4521994141808549,0.7885093381559659,0.47096696513302516,384.7801680456509
IT-Non,7,MF,318.0335693359375,Cfa,plumber,15.4593498445681,2.719688878787285,6.658273696899414,354.2659999911552,428.33197122660897,1475.4305848134206,1843.622805322473,1252.142552681775,0.8486624620433213,0.679175018375171,0.24011024553619023,0.19215752754218593,0.29030980897062997,0.23233167326311538,368.1922205090523
IT-PT1,26,DBF,273.28887939453125,Cfa,plumber,14.400276708204842,0.7259080471393591,5.271664142608643,522.0445924155551,804.1841474892578,643.3280022473866,1007.1510001750523,1270.3512632183536,1.9746556325553044,1.2613314815728272,0.8114750027852932,0.5183379575900922,1.2500375309017178,0.7984742579310183,363.8229979276657
IT-Ren,28,ENF,263.0419006347656,Dfc,icos_warmwinter2020,5.626812045165006,1.2009153410109945,3.581643581390381,573.0993765818527,438.49260899567463,962.0529573277074,1311.3880400158223,819.0483487160361,0.8513547434967667,0.6245659741613581,0.5957046046339795,0.43701738851830463,0.4557884320772473,0.33437289010992055,349.3350826881149
IT-Ro1,15,DBF,640.0245361328125,Csa,plumber,17.12544968939246,0.8050719225164608,4.482612609863281,436.4690280041606,0,860.8206035580497,1241.7410049881796,1524.5591132741815,1.771053233359757,1.22775933721275,0.5070383146036387,0.35149763618244645,0,0,380.92040143013
IT-Ro2,15,DBF,350.0084533691406,Csa,plumber,16.768156575175972,0.7926442648530311,4.975353240966797,465.78285477377233,657.8135338858125,855.7625746991042,1235.3889591702482,1475.775195597885,1.7245147652277084,1.1945834424399362,0.5442898165271446,0.3770333637161663,0.7686869621718467,0.5324748363686481,379.626384471144
IT-SR2,19,ENF,187.77357482910156,Csa,icos_warmwinter2020,16.82028096655243,0.9948802355728084,5.567625999450684,763.9414281977852,894.3849826166462,1102.0927542111722,1481.4336618295756,1229.2328936627468,1.1153624674200637,0.8297589864028336,0.6931734423248066,0.5156771091959088,0.8115333116919059,0.6037293506022252,379.34090761840343
IT-SRo,16,ENF,187.77357482910156,Csa,plumber,16.614085122019887,0.8330922437653885,5.413545608520508,565.8993451994646,570.7897466178309,837.2862029043722,1213.955718508153,885.6447139741184,1.0577562497769586,0.7295527344790628,0.67587324768577,0.4661614394756558,0.6817140239954745,0.47018992366482887,376.6695156037807
