sitename,pet_p,aet_p,aet_corr_p_cond,aet_corr_p,aet_p_cond,pet_p_cond,res,res_corr,res_cond,res_corr_cond
SD-Dem,3.9180513690945,1.5021135603686822,1.231453558089272,2.979355794970253,0.6208667966722743,1.619443474120599,0.5620133439229269,1.9879296239358548,0.02452830915682247,0.47266299149610114
SE-Deg,0.9091164823898606,0.5203179261773341,0.21416756463359277,0.3416138571207275,0.3262022917449146,0.5699513030377048,-0.11404594221067743,-0.40405056681530355,-0.02372245613007723,-0.2290632501140073
SE-Htm,1.2716255064699458,0.41265583785238424,0.3926555153870533,0.557894132197752,0.29043429808286686,0.8949919703498384,-0.32943011914779874,-0.30867660997442514,-0.16609535337367248,-0.1957625918757741
SE-Ros,0.9799269357783214,0.462416147955777,0.29300510407793845,0.37580928759414634,0.3605293856000281,0.7640140978010641,-0.1974868372534896,-0.40082442627628345,-0.057868974188726496,-0.24429764799544107
SE-Svb,1.415585336561373,0.4155140690447722,0.35475786140520005,0.5385350527994041,0.27371826913001857,0.9325113082697164,-0.3566163286403566,-0.35607383937367276,-0.19275097525827195,-0.2467474912017038
UK-Gri,0.7632004035725887,0.3512374970884722,0.264391049888659,0.338689897811873,0.2741860658243423,0.5957761281917141,-0.22171122189750436,-0.3290552875241225,-0.08582089612933469,-0.19278750617413798
UK-Ham,1.260111765080211,0.3060844023224215,0.24877819845660804,0.36185903056497687,0.21043312382324628,0.8663272387624996,-0.4333423220554312,-0.5020902916826633,-0.23822340878376683,-0.3291973548991784
US-A32,1.1618159794355545,1.1163696933174925,0.9015857597954404,1.316413003520646,0.7645799726001175,0.7957052534124863,0.40141380685929007,0.47757922448026013,0.3364297439220987,0.35109004482360895
US-A74,3.133423707129668,2.340359018106919,1.6825405085738272,2.6131130755393857,1.5069186593688253,2.0175599621470632,1.4218248861386433,1.6282350155310445,0.8633519122227045,0.874706239781639
US-AR1,2.0746471386779595,1.161479580658905,0.7105300258661615,1.2424266727158062,0.6642372822571899,1.1864676744952618,0.3029724411867638,0.28492337111066757,0.13979962320181916,0.035288573721343974
US-AR2,2.2054522677952426,1.0467894563255418,0.5175576249601089,0.9892833021215036,0.5476427871442942,1.1538137106278574,0.17740055345813266,0.025817052028962784,0.02985962855882196,-0.14947427824635418
US-ARM,1.7043976842147286,1.0300082345155122,0.8164169193454535,1.2832092058484474,0.6553227220401656,1.084389903333078,0.21186207201737406,0.3516915272603478,0.1524132644802263,0.16798997251808168
US-ARb,1.7523893340879368,0.9075035461203458,0.61483676151422,0.936505343913487,0.5957964308325913,1.1504828990940803,0.08314147064066835,5.905805330491676e-4,0.07870394692874061,-0.051338922692765965
US-ARc,1.7451218234378665,0.9233958851857836,0.6844414758055881,1.0173645346577571,0.6212231907828145,1.1740469768745785,0.09995311105999571,0.08209107342972399,0.09929206408296198,0.012283730878892118
US-Aud,2.7434594830123595,0.7718670185753831,0.5141264795123595,1.1303418287858258,0.3510772253187618,1.2478394851591368,-0.13053425502888216,0.15149830698757416,-0.1853200153007048,-0.1756818535474134
US-BZB,2.9691198385091857,0.9211679933612328,0.7647587321628876,1.4949279172285062,0.4712409599106351,1.5189095722739667,0.008843787111951662,0.5122577989417394,-0.11070506501184463,0.021878681534550082
US-BZF,2.3861741645444403,1.088657024693283,0.7634316039784712,1.502925230368173,0.5529983539769467,1.2120900847235705,0.20634378788296903,0.5329532742265621,0.023483101567404407,0.08197564607909191
US-BZS,2.0601827180410472,0.9360327627967228,0.5952189231039529,1.154153188905521,0.4827300382804651,1.062475718663156,0.07881970533508043,0.1973885527387873,-0.015266854646747374,-0.046989032780263784
US-BZo,2.207852596411107,1.0207465804033624,0.8060604088953462,1.4991921154452388,0.5488178582997054,1.1870810607320026,0.15117091761429324,0.5356274002430907,0.02425718853432479,0.13066788978455968
US-Bi1,3.8958475151594696,2.4470186928169406,1.70129795816521,3.3875898979707935,1.228929129873517,1.9565524819973228,1.5073914352212272,2.3962886013166176,0.5917447521266246,0.8997979678894101
US-Bi2,4.85358105153383,2.1059234013044845,1.5370731607406416,3.1418353646689026,1.0302762439819595,2.374506714032797,1.1504081214149453,2.146804643086112,0.3541171984646192,0.6983753091352858
US-Bkg,2.065499710843212,1.4355550994163246,1.017142479468789,1.586125107449471,0.9205856879615032,1.3245534588425016,0.5778641119556676,0.6290869363364866,0.3701681464033245,0.3105788511405796
US-Blo,1.220217535078504,0.484616214985291,0.47778675593054726,0.6067649721594701,0.381602794909375,0.9608395414452204,-0.2452709858123912,-0.24760276800365189,-0.0921096000925461,-0.1331830501393066
US-Bo1,1.6136220248316648,0.7518483664317437,0.5661684728507146,0.8137890017339114,0.5230751958197993,1.1226275061603006,-0.053539358085063826,-0.10825824596359823,0.011847632186210988,-0.09270582179730424
US-CRT,1.995116096135717,0.8419315731111028,0.7266951531146388,1.03791329218245,0.5894785219943702,1.39688084532977,-0.009214276823945156,0.08469554815658298,0.026702316199054166,0.005664535193196096
US-CS2,0.9573704061783254,0.6415352901356891,0.2441625323753497,0.3246844861407687,0.4824341406314465,0.7199419521768334,-0.010508088617571576,-0.4425374595584759,0.07820992890704193,-0.27384492234160385
US-Cop,8.397002348817923,1.486494132955444,0.5280156733581647,2.5647866571005884,0.3060263115384132,1.7287008403316484,0.5071334132522298,1.5660132642160813,-0.3047006048545373,-0.24624034758062763
US-DFC,0.8214384640532175,0.675395698966655,0.7624204209104274,0.9195871953018236,0.559963726896218,0.68104630285757,0.07641258483900404,0.2183623319152509,0.16887910633274605,0.2624055451247197
US-FPe,1.7589484630361618,0.7835181562647522,0.46387822630784015,0.8400013969509337,0.4326862001984418,0.9713530193662012,-0.04166705752618016,-0.09648492850429613,-0.04365929117189887,-0.150516257238683
US-Fcr,1.9711985039808064,0.9452283399391566,0.5915275551144137,0.9541961407492328,0.5859682145748761,1.2219900939752295,0.09641883370614934,0.0023810123181062792,0.05452391792065825,-0.09227787474659399
US-Fmf,2.716976131288622,0.844096509893763,0.9417818922485444,1.2838064995584708,0.6192169992919824,1.9931344193997729,-0.057017455223937974,0.30548631462783593,-0.021826712808294846,0.13644043440119336
US-Fuf,2.401499640913734,0.7382820316278094,0.7851137137405297,1.0535095531991896,0.5501946763359056,1.7896850540166327,-0.14502963842787797,0.0830610392207407,-0.06805359013529277,0.00295329517192755
US-GLE,1.0222277784031966,0.4175801515903717,0.43756397977023337,0.5472134046912536,0.3339063543336128,0.8173960124426319,-0.25640443000909635,-0.2459846807828323,-0.10071701458222637,-0.12164693429115142
US-Goo,1.003440103770337,0.4435614488471636,0.4514421581515739,0.5719173219895389,0.3501246247338967,0.7920640774545487,-0.22427236809749712,-0.21409472106414718,-0.07692316780018582,-0.09756581607235809
US-Hn2,15.163038537357632,4.6686171549811135,1.2486488516325516,6.324842960903903,0.9216771839732903,2.993483122658576,3.6776014301825626,5.325114100275184,0.20303126309125752,0.3735330243240662
US-Hn3,31.786281279853867,8.938376550068226,0.569891226523454,12.290298354357503,0.4144653147041647,1.473904237546266,7.941542644313392,11.290339291992176,-0.16064103061898727,-0.16527760672532443
US-Ho1,1.5132511022730315,0.4498169220439596,0.18402976085670497,0.25615678952223175,0.32316028299482014,1.0871593096824077,-0.3397391522243218,-0.653317473815333,-0.18036232969981159,-0.4651708872527489
US-ICh,0.6188037085085584,0.6171632671277597,0.5046464943902427,0.7738262842376098,0.4024795817439819,0.4035493864390864,0.11856651006604346,0.20309185592118384,0.12631829825475238,0.16322713719731907
US-ICs,0.8313273650361834,0.6414675133614465,0.33933743437853087,0.6686435813968858,0.3255455466520732,0.4218996533111067,0.038271345019384784,-0.037946930011745206,0.04042131582890979,-0.01437527091636942
US-ICt,1.4062906624053235,0.581241196171283,0.4146499163019172,0.7487140501496937,0.3219007487510916,0.7788264496251269,-0.1891151375375687,-0.14432250413442282,-0.10110001017536568,-0.12888832158146807
US-Jo1,5.148408231277447,1.291245158868535,0.9117835577045608,1.9044248179997656,0.6182108601475328,2.464909052466556,0.3322163948554111,0.9087002888652169,-0.06511300277877019,0.06663869082172336
US-Jo2,5.603623846359757,0.9829133377123176,0.6078422344317574,1.4419155096372032,0.4143489930267524,2.362218324805591,0.01930978786616855,0.4453599342542336,-0.2608057979915412,-0.22994215626419823
US-KFS,1.8795267532125564,0.9480254589109672,0.8923782724348605,1.418865757147438,0.5962490228448899,1.1821053743653327,0.1087461302416165,0.4729837008468172,0.07268828439186181,0.2182144803924303
US-KLS,3.228557894153052,1.6730639075114282,1.0789598043726896,2.1513057726320803,0.839103733795568,1.6192417824544325,0.7512635003090744,1.1653241292792464,0.24279296596043443,0.32019946220777906
US-KS2,1.7540718086961231,0.7914652601914185,0.6820971831950624,0.9166334755212072,0.5889553883752129,1.3052626505410811,-0.03310854807362751,-0.019428548513145016,0.04197145041858874,-0.020396112169390967
US-Los,1.1862835493053023,0.42657082164259863,0.43670488699586746,0.617876198511452,0.3014933459323287,0.8384459938617085,-0.29478590611312694,-0.22769480652165663,-0.1392615320094529,-0.13072756006932734
US-MMS,1.873622434562552,0.90788077612649,0.6956719399761402,1.1442216211567646,0.5519797643366051,1.1391381964249505,0.06924840486043782,0.19875464150728117,0.037256603606438565,0.03243930003981377
US-MOz,1.6467756684815522,0.6498942510273374,0.7088734698169447,0.9884944443356778,0.46605501465356625,1.1809429874046111,-0.16031329064337252,0.06279946816686399,-0.05727143798494727,0.03499781172499172
US-Me1,3.1124428380461104,3.223406530449753,1.164438553427124,3.8938215602100774,0.9639524511806212,0.9307690092926322,2.3056236664593928,2.9092029650394347,0.49793590065759874,0.5635268039763939
US-Me2,3.0754486388431537,1.0467390803486585,0.7847331890897541,1.356512885326922,0.6055312157753059,1.7791254652619806,0.13030954195283417,0.37236700040959514,-0.011439279322236429,0.003906787489330044
US-Me4,2.5535584184340028,0.11266137152503088,0.12566269495649232,0.1955068686077305,0.072413474084819,1.6413082306232945,-0.7798424775897028,-0.7791539870492051,-0.5269038239665109,-0.6363662938134853
US-Me6,3.553262026976928,0.9108289519918216,0.05590645001333606,0.1040603315168369,0.4893431774911368,1.9089912841891084,-0.020616778327835705,-0.884947493243909,-0.14267334742355103,-0.7403961715677086
US-NC1,1.402835605544923,0.636262305911858,0.5145230011755898,0.6127806582720665,0.5342394325822891,1.1778948571194685,-0.13342913356095054,-0.27966384345253714,0.011528592000859095,-0.15859511834367235
US-NC4,1.5673689628710108,1.0253507084731608,0.9475293172223872,1.1620476521786511,0.836067139666404,1.2780268007429434,0.2270173572746732,0.24549140854563878,0.29403475930759193,0.2509438546547528
US-NGB,1.4243451175124455,0.5511862072866722,0.5564472563660594,0.6603294538182337,0.46447428782407246,1.2002689387475989,-0.22259688132578037,-0.2357345240668519,-0.0627137573686149,-0.12216582600012682
US-NGB,1.4243451175124455,0.5511862072866722,0.5564472563660594,0.6603294538182337,0.46447428782407246,1.2002689387475989,-0.22259688132578037,-0.2357345240668519,-0.0627137573686149,-0.12216582600012682
US-NGB,1.4243451175124455,0.5511862072866722,0.5564472563660594,0.6603294538182337,0.46447428782407246,1.2002689387475989,-0.22259688132578037,-0.2357345240668519,-0.0627137573686149,-0.12216582600012682
US-NGB,1.4243451175124455,0.5511862072866722,0.5564472563660594,0.6603294538182337,0.46447428782407246,1.2002689387475989,-0.22259688132578037,-0.2357345240668519,-0.0627137573686149,-0.12216582600012682
US-NGC,0.43166686665179776,0.4158761092672522,0.4409226536771891,0.5213206243918642,0.35173977226196845,0.3650952819498663,0.037046152233234986,0.10360915519570835,0.09511478577579352,0.1261636743734691
US-NR1,2.421334256673602,0.9273345409012884,0.7519611820391909,1.171440584924038,0.5952667053678364,1.5542823026558643,0.042751315919141164,0.20039054960755354,0.008121702806795916,0.0032838670870012354
US-Ne2,3.316912600258184,1.5025010317178866,1.0064363477407028,1.814854948019431,0.83321901427386,1.839409483838938,0.5778594435522155,0.8279457476723993,0.20908646921826657,0.21817964596826478
US-Ne3,3.8574210434192446,1.6835334172413332,1.001536630473178,1.9954992970773893,0.844961653688565,1.9360309872324717,0.7447397447059534,1.004420145402585,0.20998582200952132,0.2022503345902631
US-Prr,2.3460400709041545,0.7980804810259238,0.6415741200804372,1.2486318544933117,0.4100710553915489,1.2054462560340218,-0.08155008366976613,0.27995882951508566,-0.11813945476991466,-0.0382891218481578
US-Rms,2.59974391883823,1.131884435669239,0.8477310535277833,1.586651386772421,0.6047538817417702,1.3890156776671267,0.23682426127753398,0.6108751984945773,0.04328363209136332,0.12821538217069417
US-Ro1,1.3506709937854673,0.6682271628602473,0.6494451951664637,0.9157115671359918,0.47392316071383206,0.9579291325413756,-0.09105528740199287,0.032729858460485484,9.448762210168549e-4,0.03943173183777415
US-Ro4,1.148934559279395,0.4516068902901454,0.4592606303841413,0.6233754872315441,0.33271321918924945,0.8464567837085779,-0.25989172175067216,-0.2117720642011135,-0.11033718801923609,-0.11124092155273063
US-Ro5,1.1058087666172864,0.4570058133296791,0.5607202132616462,0.7565581370203924,0.33870813698633534,0.8195660017434059,-0.24246017058667463,-0.06551130770000935,-0.09655407571113322,6.511253326557664e-4
US-Ro6,1.214706145501808,0.6104051051920617,0.7148975489593508,0.9804514301544778,0.4450777469979568,0.8857047064414821,-0.11812327099896891,0.1274707019602901,-0.008928182884606783,0.12981972137555564
US-Rwf,2.461097601740412,1.2975434420511056,1.0641920317602958,2.001769973588986,0.6898072256613508,1.308382327496278,0.4104790821191897,1.0295636247655566,0.14226393470492127,0.36103417282128025
US-Rws,1.925438117510853,0.6660092849457742,0.4969081711599959,0.9456020999818996,0.34998384179171776,1.0118060584598716,-0.17816087092300026,-0.003367215458748407,-0.13622601736857215,-0.13023699562225016
US-SP1,33.617240936998634,9.474515177251218,1.5035342926779691,12.423015161478272,1.1466828535851186,4.068631802907707,8.477440971116307,11.423050642575024,0.37886953803834644,0.5917821699331558
US-SP2,1.7554025942283622,0.8835446569013722,0.65300797134517,0.892516951521333,0.6464434126573994,1.284336263862785,0.058803663653896554,-0.0436612326894007,0.10325294115586525,-0.0449632297136775
US-SP3,1.764928097659732,0.9491595184574728,0.7415235773858591,1.0318475934555538,0.6821008898023286,1.2683421515988025,0.12322925725099432,0.09484609556892631,0.1418592460958601,0.04708561221344665
US-SRC,4.6722376729893185,0.7316144491947028,0.4871887197405816,1.1467979709874658,0.3108082817237333,1.9848844764412816,-0.2214767009632621,0.15227382747915819,-0.329373614165022,-0.3172978820821472
US-SRG,3.749180449007946,1.0153234257526067,0.627307092248292,1.3130670807435554,0.48506248861236506,1.7911403920426576,0.07898556779334664,0.32265761280768657,-0.13336109423612968,-0.15503607662453356
US-SRM,4.884288518781006,0.9608740937761816,0.5451963992165758,1.2055176008992874,0.43455615715313806,2.2089237943832676,0.0049693535390297194,0.2104076102799628,-0.22740923243254557,-0.2803682889887409
US-Sne,5.057543542168184,3.328180123406296,1.478333550681836,3.0668767764816773,1.6042901941395735,2.437899155178578,2.3701825067482942,2.0713508895082486,0.9230667777957464,0.6350659505237302
US-Snf,3.1223235211992724,2.963426564537638,1.8253496767220112,4.137001839303675,1.3075386310388175,1.37764798069365,2.045288457596839,3.1522602916827225,0.747971904260142,1.1080480471704792
US-Syv,1.6003071001583604,0.5173063370833313,0.6801033694757366,1.0018500625621216,0.35117209256021725,1.0863644088919338,-0.28609101198326736,0.08133383920621795,-0.15217470071823241,0.03112451902430502
US-Ton,2.9373976673574775,0.6767840358587267,0.5967601818989642,1.016699998540185,0.3972437935726087,1.7241290142605987,-0.23424953145448946,0.03450681905335906,-0.21290514260707677,-0.1768832647903399
US-Tw2,2.826025981866666,1.9445939475760357,1.2487590473418169,2.7226082890741057,0.8919128378425419,1.2961928923235515,1.0383534955798202,1.7422407092978793,0.3465641399719882,0.5482118610504181
US-Tw3,4.867695509801077,3.8958076023742465,2.0355556837978415,5.177597687922483,1.5316240824376823,1.91371865084956,2.9401125873347502,4.182530310849899,0.8990860771639206,1.2387258389824987
US-Tw4,6.100386787445669,2.8344223427911768,1.3828473822281409,2.7590317114191283,1.4206337319847882,3.057559601320897,1.8667391192678586,1.7618049199740726,0.6983347366785424,0.5048052075453302
US-Twt,4.09049718909027,2.95411806814406,2.00255281351951,4.1172723794596955,1.436819550327401,1.9895299362684673,2.010548318782322,3.1249560104279945,0.7961517697760379,1.1975840407707414
US-Var,2.2359272327191544,0.5358533111255667,0.45134624545876006,0.7579075029505172,0.3191093624903193,1.331531034694973,-0.3358745565232576,-0.20678248215873551,-0.23253547112305017,-0.25666695833520253
US-WCr,1.5875188405489504,0.46961655186688345,0.4976938769691214,0.7084912774170546,0.32989154536890214,1.1151843808081758,-0.3318387394875669,-0.21051724045104447,-0.17974150705278685,-0.15918599245444265
US-Whs,5.045788761978872,0.8942693933798871,0.4411667931353804,1.0469267312251014,0.3768381766457159,2.126256194027906,-0.06359160567295885,0.05142747343627052,-0.2774635496646704,-0.37710877146425587
US-Wkg,4.440648222060139,0.9431891810800176,0.5431210201319717,1.2481393580222797,0.4104236172932815,1.9323238041576745,-0.006463018834116041,0.25437266026639205,-0.22414983133890642,-0.25576075317481595
US-xAE,0.994317631068026,0.2843296140937466,0.3937376792236412,0.4470147589475321,0.25044202712994856,0.8758107168309964,-0.38045844114316396,-0.33541025192055024,-0.2008468321993555,-0.18773644298557357
US-xBR,1.03146896533568,0.40171138000892553,0.47499797415704775,0.5969578060738193,0.3196408351790209,0.8207375193946752,-0.27523947940906673,-0.1996773055816604,-0.1159656195311432,-0.08553339351168249
US-xCL,2.594624318245291,1.490708900552514,1.706798926307805,2.2543563284373587,1.1286327360076955,1.9644197080515953,0.595927088557513,1.2787004065966485,0.4906100657352537,0.9044616152110427
US-xCP,2.3996681768754593,0.742737053620434,0.760215264025799,1.117549968238356,0.5052481422462652,1.6323783530980314,-0.14045603724578937,0.14715785760952205,-0.09285880499083421,-5.001748376943782e-4
US-xDC,2.1875101751914996,1.3314920565454884,1.629720469776433,2.3130321802647793,0.938145123276452,1.5412799444691336,0.4635131745735601,1.3503135527107961,0.35289358294652484,0.8831480359263606
US-xDL,1.3524761260609135,0.5881439049235998,0.6885368526121651,0.7841916906264682,0.5164027597074051,1.1875025790277662,-0.17151068577634854,-0.09913455941029758,-0.00824240099299478,0.01304058654538931
US-xDS,1.4476029998172162,0.37562102463179126,0.4550687084390186,0.5210598411749651,0.32804941205271815,1.264267125199669,-0.4024612756724053,-0.37874529932368317,-0.21143394186168735,-0.23845816470764647
US-xGR,0.948507595121846,0.49969898820498865,0.7196140625019889,0.8275296287975996,0.4345347966003466,0.8248156683300657,-0.14918700831427995,0.06411977049493711,-0.002266439931023434,0.15747904625960918
US-xHA,0.9097576234849768,0.3709477632512239,0.5140188568164112,0.5750359019153232,0.3315865054162767,0.8132232649234205,-0.26365901026972915,-0.17092804131445638,-0.10180398145351838,-0.04353489231286778
US-xHE,1.450190494587586,1.0162096702591985,1.0774905573391074,1.58287730319171,0.6917505998557858,0.9871684691607482,0.23765690275990758,0.6826666422054499,0.21149874350272113,0.45803152795975954
US-xJE,1.394470070072451,0.5797833312345947,0.7635459840644013,0.8764178499602931,0.505114351803437,1.2148794344502036,-0.18828590700363235,-0.0145758705453235,-0.024946240987156698,0.08142518353314465
US-xKA,1.409421822478708,0.6483289503244019,0.8968650250519061,1.0856685464389089,0.5355811054689056,1.1643158883733942,-0.12262739558231872,0.19209900514459655,0.015634789457144582,0.22715649529157123
US-xKZ,2.0261978798616376,0.982991932741236,1.2995043732789573,1.6810405072247427,0.7598878849172143,1.566323354310896,0.12889649876669473,0.7260812011088695,0.1710072890220199,0.5489042296462825
US-xMB,5.931748147881281,1.5694516687932254,1.214556679553134,2.7504272573895276,0.6930515986006541,2.619390974649513,0.6030622826302141,1.753406140942003,-0.0016738016828522495,0.35940699619043337
US-xML,0.6668137969433524,0.25971398268044854,0.3093108499749078,0.33924398788948523,0.23679816179801455,0.6079775903787996,-0.26524132937925826,-0.26594003909047564,-0.12785944676836053,-0.15429570100605278
US-xNG,6.895598126119499,2.756294496615282,1.9803597959985573,4.452141873886596,1.2260289455385005,3.0672349815323705,1.7835109243390885,3.4541702436168773,0.5031883406857103,1.1018865375412203
US-xNQ,4.420150737386593,0.7825819422227767,0.7956796848239684,1.408736783103392,0.44201625215251233,2.496580048013178,-0.16674532534866948,0.41504399724406027,-0.24372847797402392,-0.05161567663333155
US-xRM,4.70494015930012,1.8465077461157775,1.688416774626074,2.7326771232615283,1.1408865783959976,2.90700274136043,0.8929630818876491,1.7380564832741112,0.42736117144344177,0.8174577269779069
US-xSB,1.2242517060690594,0.549636678014079,0.6356844508973747,0.7173270019694237,0.4870797961002032,1.084913535104673,-0.1812387209419254,-0.13804600128318378,-0.015945725672413313,-0.012888993157020634
US-xSE,0.8833940467417494,0.5146442079905522,0.7484663340220132,0.8417039482845295,0.4576358046857352,0.78553831784826,-0.1097903287407429,0.10835501159731675,0.03257537603531896,0.20214276482312266
US-xSR,4.285074726913769,0.8807365109079539,0.8531159333049302,1.4596936948492634,0.5147452189115319,2.5044059160027508,-0.06635752035965492,0.46651981119433583,-0.17159084985724304,0.005297418347301908
US-xST,1.0282339744795348,0.6332233534962435,0.7609694110045624,0.9174190182767282,0.5252382965087191,0.8528868339838079,-0.04269350409679862,0.12197985316593629,0.08036015595047241,0.18802778017150756
US-xTA,0.8820744312024871,0.5827431888147511,0.7845379513296221,0.8845078915204985,0.5168796704776722,0.7823795285604903,-0.041172142524306454,0.1518066395140456,0.09278659444574411,0.2395221435112288
US-xTR,1.3957680300585822,0.6914421073188329,0.8379478703843606,1.0129046334162737,0.5720108509798648,1.154680124616925,-0.07687997484243969,0.1216842005900809,0.054048399703865546,0.17069382683224377
US-xUK,1.2865269880016494,0.7419342549828375,0.9632549958684258,1.1356674791799708,0.6292967711236906,1.0912116189212115,-0.003533082084249961,0.26579526931971653,0.12488002341858373,0.31292710802039103
US-xUN,1.5556435593962432,0.5925562965128697,0.7177277273247383,0.8737854262570952,0.486725998429517,1.2778062930112482,-0.20392467731475294,-0.04129918271861088,-0.05526578652594816,0.021190883952532436
US-xYE,2.1559228671602617,0.6683230976054059,0.7353651277349657,1.0022353525832337,0.4903653605633635,1.5818544920708888,-0.19711192943344902,0.04088438255288662,-0.10072891580957927,-0.017678363009047682
ZA-Kru,2.5425128883129147,0.6336496317300053,0.5060880986948166,0.8081701375317507,0.39680077556479926,1.592159192473005,-0.25822750109201564,-0.16621355465099197,-0.1957469596143982,-0.24855404549942883
ZM-Mon,2.9594053409113807,1.0395891026728556,0.887335866894741,1.424026818512298,0.6477860428206379,1.8440569162973584,0.12765679014444564,0.44150086276016776,0.023114445923591687,0.09852457135466064
